sample_no,SampleID,Method,Rt1,Rt2,QuantSN,QuantMass,QuantArea,Concentration,MolecularFormula,Monoiso_Mass,Smiles,IDLevel,Name,CAS
233,*12 233,GCxGC,8.8150462962962965E-3,1.8514299999999899,21,BPI(71.04865Â±0.00100),50592,31.998524546211598,C12H24O3,216.17250000000001,CC(C)C(=O)OCC(C)C(O)C(C)(C)C,2,"3-Hydroxy-2,4,4-trimethylpentyl 2-methylpropanoate",74367-34-3
228,*22 228,GCxGC,8.8150462962962965E-3,1.8651500000000001,52,BPI(71.04865Â±0.00100),151278,31.707989201576499,C12H24O3,216.17250000000001,CC(C)C(=O)OCC(C)C(O)C(C)(C)C,2,"3-Hydroxy-2,4,4-trimethylpentyl 2-methylpropanoate",74367-34-3
229,*17 229,GCxGC,8.8150462962962965E-3,1.8651500000000001,40,BPI(71.04865Â±0.00100),112209,23.187514644726999,C12H24O3,216.17250000000001,CC(C)C(=O)OCC(C)C(O)C(C)(C)C,2,"3-Hydroxy-2,4,4-trimethylpentyl 2-methylpropanoate",74367-34-3
237,*22 237,GCxGC,8.8150462962962965E-3,1.85829,24,BPI(71.04865Â±0.00100),109723,9.3083634741897399,C12H24O3,216.17250000000001,CC(C)C(=O)OCC(C)C(O)C(C)(C)C,2,"3-Hydroxy-2,4,4-trimethylpentyl 2-methylpropanoate",74367-34-3
243,*26 243,GCxGC,8.7746527777777788E-3,1.8720000000000001,51,BPI(71.04865Â±0.00100),191966,8.1809437622059598,C12H24O3,216.17250000000001,CC(C)C(=O)OCC(C)C(O)C(C)(C)C,2,"3-Hydroxy-2,4,4-trimethylpentyl 2-methylpropanoate",74367-34-3
238,*33 238,GCxGC,8.7746527777777788E-3,1.87893,31,BPI(71.04865Â±0.00100),43854,6.97,C12H24O3,216.17250000000001,CC(C)C(=O)OCC(C)C(O)C(C)(C)C,2,"3-Hydroxy-2,4,4-trimethylpentyl 2-methylpropanoate",74367-34-3
242,*6 242,GCxGC,8.7746527777777788E-3,1.8720000000000001,13,BPI(71.04865Â±0.00100),43202,5.9418401103942697,C12H24O3,216.17250000000001,CC(C)C(=O)OCC(C)C(O)C(C)(C)C,2,"3-Hydroxy-2,4,4-trimethylpentyl 2-methylpropanoate",74367-34-3
238,*11 239,GCxGC,8.8150462962962965E-3,1.8514299999999899,14,BPI(71.04865Â±0.00100),23446,5.7476649100080701,C12H24O3,216.17250000000001,CC(C)C(=O)OCC(C)C(O)C(C)(C)C,2,"3-Hydroxy-2,4,4-trimethylpentyl 2-methylpropanoate",74367-34-3
240,*11 240,GCxGC,8.8150462962962965E-3,1.8651500000000001,14,BPI(71.04865Â±0.00100),26330,4.2481856875026196,C12H24O3,216.17250000000001,CC(C)C(=O)OCC(C)C(O)C(C)(C)C,2,"3-Hydroxy-2,4,4-trimethylpentyl 2-methylpropanoate",74367-34-3
222,120 222,GCxGC,6.710300925925926E-3,2.5492900000000001,70,BPI(135.044082Â±3ppm),61985,277.94107030516699,C8H8O2,136.05240000000001,Cc1ccc(C=O)cc1O,3,3-Hydroxy-4-methylbenzaldehyde,57295-30-4
223,*13 223,GCxGC,6.6697916666666668E-3,2.56456999999999,10,BPI(135.04355Â±0.00100),10366,34.016161450428598,C8H8O2,136.05240000000001,Cc1ccc(C=O)cc1O,3,3-Hydroxy-4-methylbenzaldehyde,57295-30-4
243,NA,LC,10.46,NA,NA,122.03700000000001,NA,NA,C7H6O2,NA,Oc1cccc(C=O)c1,2,3-hydroxybenzaldehyde,100-83-4
222,*22 222,GCxGC,6.6697916666666668E-3,2.5165700000000002,118,BPI(66.04585Â±0.00100),503204,2256.3694174694101,C7H7NO2,137.047699999999,CC1=C(C=C)C(=O)NC1=O,3,3-Methyl-2-vinylmaleimide,21494-57-5
238,158 238,GCxGC,6.6697916666666668E-3,2.5165700000000002,113,BPI(66.046426Â±3ppm),182180,57.531630317495399,C7H7NO2,137.047699999999,CC1=C(C=C)C(=O)NC1=O,3,3-Methyl-2-vinylmaleimide,21494-57-5
241,*4 241,GCxGC,6.831712962962963E-3,2.9211499999999901,137,BPI(66.04585Â±0.00100),46074,24.138564602566301,C7H7NO2,137.047699999999,CC1=C(C=C)C(=O)NC1=O,3,3-Methyl-2-vinylmaleimide,21494-57-5
237,*14 237,GCxGC,6.6697916666666668E-3,2.5097200000000002,49,BPI(66.04585Â±0.00100),134440,12.5309583482418,C7H7NO2,137.047699999999,CC1=C(C=C)C(=O)NC1=O,3,3-Methyl-2-vinylmaleimide,21494-57-5
230,*18 230,GCxGC,6.6697916666666668E-3,2.5097200000000002,21,BPI(66.04585Â±0.00100),69417,9.7296028341699294,C7H7NO2,137.047699999999,CC1=C(C=C)C(=O)NC1=O,3,3-Methyl-2-vinylmaleimide,21494-57-5
242,*5 242,GCxGC,6.6697916666666668E-3,2.5097200000000002,34,BPI(66.04585Â±0.00100),63825,9.0502783908881508,C7H7NO2,137.047699999999,CC1=C(C=C)C(=O)NC1=O,3,3-Methyl-2-vinylmaleimide,21494-57-5
238,71 239,GCxGC,6.6697916666666668E-3,2.5110100000000002,37,BPI(66.046456Â±3ppm),21832,5.2355044129844099,C7H7NO2,137.047699999999,CC1=C(C=C)C(=O)NC1=O,3,3-Methyl-2-vinylmaleimide,21494-57-5
243,*18 243,GCxGC,6.6697916666666668E-3,2.5234299999999901,17,BPI(66.04585Â±0.00100),17528,0.77053583843818796,C7H7NO2,137.047699999999,CC1=C(C=C)C(=O)NC1=O,3,3-Methyl-2-vinylmaleimide,21494-57-5
222,217 222,GCxGC,1.0919907407407406E-2,2.3279999999999901,44,BPI(168.093102Â±3ppm),25807,62.659489487958297,C13H12,168.093899999999,Cc1cccc(c1)c2ccccc2,2,3-Methylbiphenyl,643-93-6
238,*46 238,GCxGC,1.0919907407407406E-2,2.3382900000000002,16,BPI(168.09255Â±0.00100),16669,3.73,C13H12,168.093899999999,Cc1cccc(c1)c2ccccc2,2,3-Methylbiphenyl,643-93-6
237,*33 237,GCxGC,1.0919907407407406E-2,2.32457,10,BPI(168.09255Â±0.00100),9460,0.89329338555530202,C13H12,168.093899999999,Cc1cccc(c1)c2ccccc2,2,3-Methylbiphenyl,643-93-6
243,*33 243,GCxGC,1.0919907407407406E-2,2.3382900000000002,10,BPI(168.09255Â±0.00100),10838,0.53969634158135305,C13H12,168.093899999999,Cc1cccc(c1)c2ccccc2,2,3-Methylbiphenyl,643-93-6
224,207 224,GCxGC,9.0983796296296299E-3,2.64,337,BPI(130.065181Â±3ppm),592970,1693.75478445665,C9H9N,131.0735,Cc1c[nH]c2ccccc12,2,3-Methylindole,83-34-1
225,92 225,GCxGC,9.0983796296296299E-3,2.64,304,BPI(130.065081Â±3ppm),477888,1472.4860959189,C9H9N,131.0735,Cc1c[nH]c2ccccc12,2,3-Methylindole,83-34-1
238,*37 238,GCxGC,9.0983796296296299E-3,2.6537199999999901,36,BPI(130.06465Â±0.00100),40026,4.72,C9H9N,131.0735,Cc1c[nH]c2ccccc12,2,3-Methylindole,83-34-1
238,1034 238,GCxGC,1.7072222222222221E-2,2.71543,195,BPI(192.093250Â±3ppm),129141,44.666578883718401,C15H12,192.093899999999,Cc1ccc2ccc3ccccc3c2c1,2,3-Methylphenanthrene,832-71-3
238,404 239,GCxGC,1.7072222222222221E-2,2.69503,43,BPI(192.093045Â±3ppm),23900,7.34674806494648,C15H12,192.093899999999,Cc1ccc2ccc3ccccc3c2c1,2,3-Methylphenanthrene,832-71-3
237,744 237,GCxGC,1.7072222222222221E-2,2.69566999999999,138,BPI(192.093225Â±3ppm),78318,7.3427712511069902,C15H12,192.093899999999,Cc1ccc2ccc3ccccc3c2c1,2,3-Methylphenanthrene,832-71-3
243,941 243,GCxGC,1.7072222222222221E-2,2.71278,68,BPI(192.093196Â±3ppm),37767,1.8960749791998801,C15H12,192.093899999999,Cc1ccc2ccc3ccccc3c2c1,2,3-Methylphenanthrene,832-71-3
230,15 229,GC,45.128999999999898,GC only,Qualitative,78.919899999999998,9374,Qualitative,C12H5Br5O,559.62630000000001,"2,2',3,4,4'-Pentabromodiphenyl ether (PBDE#100)",2,"3,3',4,4'-Tetrabromodiphenyl ether",93703-48-1
234,16 234,GC,45.128999999999898,GC only,Qualitative,78.919899999999998,8389,Qualitative,C12H5Br5O,559.62630000000001,"2,2',3,4,4'-Pentabromodiphenyl ether (PBDE#100)",2,"3,3',4,4'-Tetrabromodiphenyl ether",93703-48-1
228,15 228,GC,45.128999999999898,GC only,Qualitative,78.919899999999998,5873,Qualitative,C12H5Br5O,559.62630000000001,"2,2',3,4,4'-Pentabromodiphenyl ether (PBDE#100)",2,"3,3',4,4'-Tetrabromodiphenyl ether",93703-48-1
233,16 233,GC,45.128999999999898,GC only,Qualitative,78.919899999999998,2305,Qualitative,C12H5Br5O,559.62630000000001,"2,2',3,4,4'-Pentabromodiphenyl ether (PBDE#100)",2,"3,3',4,4'-Tetrabromodiphenyl ether",93703-48-1
231,17 231,GC,45.128999999999898,GC only,Qualitative,78.919899999999998,290131,Qualitative,C12H5Br5O,559.62630000000001,"2,2',3,4,4'-Pentabromodiphenyl ether (PBDE#100)",NA,"3,3',4,4'-Tetrabromodiphenyl ether",93703-48-1
232,17 232,GC,45.128999999999898,GC only,Qualitative,78.919899999999998,92208,Qualitative,C12H5Br5O,559.62630000000001,"2,2',3,4,4'-Pentabromodiphenyl ether (PBDE#100)",2,"3,3',4,4'-Tetrabromodiphenyl ether",93703-48-1
229,15 229,GC,45.128999999999898,GC only,Qualitative,78.919899999999998,9374,Qualitative,C12H5Br5O,559.62630000000001,"2,2',3,4,4'-Pentabromodiphenyl ether (PBDE#100)",2,"3,3',4,4'-Tetrabromodiphenyl ether",93703-48-1
230,22 229,GC,50.631999999999898,GC only,Qualitative,78.919899999999998,123994,Qualitative,C15H12Br4O2,539.75710000000004,CC(C)(c1cc(Br)c(O)c(Br)c1)c2cc(Br)c(O)c(Br)c2,2,"3,3',5,5'-Tetrabromobisphenol A",79-94-7
234,23 234,GC,50.631999999999898,GC only,Qualitative,78.919899999999998,16463,Qualitative,C15H12Br4O2,539.75710000000004,CC(C)(c1cc(Br)c(O)c(Br)c1)c2cc(Br)c(O)c(Br)c2,2,"3,3',5,5'-Tetrabromobisphenol A",79-94-7
228,22 228,GC,50.631999999999898,GC only,Qualitative,78.919899999999998,46666,Qualitative,C15H12Br4O2,539.75710000000004,CC(C)(c1cc(Br)c(O)c(Br)c1)c2cc(Br)c(O)c(Br)c2,2,"3,3',5,5'-Tetrabromobisphenol A",79-94-7
233,23 233,GC,50.631999999999898,GC only,Qualitative,78.919899999999998,11049,Qualitative,C15H12Br4O2,539.75710000000004,CC(C)(c1cc(Br)c(O)c(Br)c1)c2cc(Br)c(O)c(Br)c2,2,"3,3',5,5'-Tetrabromobisphenol A",79-94-7
231,24 231,GC,50.631999999999898,GC only,Qualitative,78.919899999999998,21802,Qualitative,C15H12Br4O2,539.75710000000004,CC(C)(c1cc(Br)c(O)c(Br)c1)c2cc(Br)c(O)c(Br)c2,NA,"3,3',5,5'-Tetrabromobisphenol A",79-94-7
232,24 232,GC,50.631999999999898,GC only,Qualitative,78.919899999999998,13797,Qualitative,C15H12Br4O2,539.75710000000004,CC(C)(c1cc(Br)c(O)c(Br)c1)c2cc(Br)c(O)c(Br)c2,2,"3,3',5,5'-Tetrabromobisphenol A",79-94-7
229,22 229,GC,50.631999999999898,GC only,Qualitative,78.919899999999998,123994,Qualitative,C15H12Br4O2,539.75710000000004,CC(C)(c1cc(Br)c(O)c(Br)c1)c2cc(Br)c(O)c(Br)c2,2,"3,3',5,5'-Tetrabromobisphenol A",79-94-7
220,NA,LC+,NA,NA,NA,NA,NA,NA,C15H12Br4O2,539.75710000000004,NA,2,"3,3',5,5'-Tetrabromobisphenol A",79-94-7
221,300 221,GCxGC,1.674837962962963E-2,2.8081,72,BPI(205.088626Â±3ppm),42362,66.059538104074704,C15H11N,205.0891,N#CC=C(c1ccccc1)c2ccccc2,2,"3,3-Diphenylacrylonitrile",3531-24-6
223,*24 223,GCxGC,1.674837962962963E-2,2.8114300000000001,14,BPI(205.08805Â±0.00100),13247,40.206083875226597,C15H11N,205.0891,N#CC=C(c1ccccc1)c2ccccc2,3,"3,3-Diphenylacrylonitrile",3531-24-6
219,*29 219,GCxGC,1.674837962962963E-2,2.78399999999999,12,BPI(205.08805Â±0.00100),11272,20.8281749478002,C15H11N,205.0891,N#CC=C(c1ccccc1)c2ccccc2,2,"3,3-Diphenylacrylonitrile",3531-24-6
233,32 233,GCxGC,3.8769675925925929E-3,1.9542900000000001,205,BPI(71.049120Â±3ppm),641273,440.01039656671702,C8H16O,128.12010000000001,CC1CCC(O)CC1C,2,"3,4-dimethylcyclohexan-1-ol",5715-23-1
232,*3 232,GCxGC,3.8769675925925929E-3,1.96114999999999,53,BPI(71.04855Â±0.00100),170829,148.48887154881101,C8H16O,128.12010000000001,CC1CCC(O)CC1C,2,"3,4-dimethylcyclohexan-1-ol",5715-23-1
231,*2 231,GCxGC,3.8769675925925929E-3,1.968,59,BPI(71.04855Â±0.00100),137663,78.4235445068839,C8H16O,128.12010000000001,CC1CCC(O)CC1C,NA,"3,4-dimethylcyclohexan-1-ol",5715-23-1
234,*3 234,GCxGC,3.8769675925925929E-3,1.9542900000000001,19,BPI(71.04855Â±0.00100),28749,33.071132440976001,C8H16O,128.12010000000001,CC1CCC(O)CC1C,2,"3,4-dimethylcyclohexan-1-ol",5715-23-1
229,*2 229,GCxGC,3.8769675925925929E-3,1.96114999999999,39,BPI(71.04855Â±0.00100),101067,26.7898252367273,C8H16O,128.12010000000001,CC1CCC(O)CC1C,2,"3,4-dimethylcyclohexan-1-ol",5715-23-1
238,*1 239,GCxGC,3.8769675925925929E-3,1.9405699999999899,40,BPI(71.04855Â±0.00100),60720,14.5611866964278,C8H16O,128.12010000000001,CC1CCC(O)CC1C,2,"3,4-dimethylcyclohexan-1-ol",5715-23-1
238,*2 238,GCxGC,3.8364583333333328E-3,1.96114999999999,102,BPI(71.04855Â±0.00100),324296,8.84,C8H16O,128.12010000000001,CC1CCC(O)CC1C,2,"3,4-dimethylcyclohexan-1-ol",5715-23-1
238,492 238,GCxGC,1.1729398148148149E-2,2.59511,33,BPI(194.940591Â±3ppm),18069,5.4716323615394398,C6H4Cl3N,194.9409,Nc1cc(Cl)c(Cl)c(Cl)c1,2,"3,4,5-Trichloroaniline",634-91-3
234,18.03,LC,NA,NA,NA,NA,NA,NA,NA,mz 247.16996,CC(=O)c1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,3,"3,5-Di-tert-butyl-4-hydroxyacetophenone",14035-33-7
221,NA,LC,16.489999999999899,NA,NA,158.13059999999899,NA,NA,C9H18O2,NA,CC(CC(O)=O)CC(C)(C)C,2,"3,5,5-trimethylhexanoic acid",512345
238,1222 238,GCxGC,1.9015046296296297E-2,2.70553,72,BPI(206.108934Â±3ppm),102133,46.531841733876803,C16H14,206.1096,Cc1ccc2ccc3ccc(C)cc3c2c1,2,"3,6-Dimethylphenanthrene",1576-67-6
238,*42 239,GCxGC,1.9015046296296297E-2,2.69485999999999,16,BPI(206.10865Â±0.00100),16750,4.1869989209041396,C16H14,206.1096,Cc1ccc2ccc3ccc(C)cc3c2c1,2,"3,6-Dimethylphenanthrene",1576-67-6
237,880 237,GCxGC,1.9015046296296297E-2,2.6880000000000002,55,BPI(206.109211Â±3ppm),51511,3.9224835736529302,C16H14,206.1096,Cc1ccc2ccc3ccc(C)cc3c2c1,2,"3,6-Dimethylphenanthrene",1576-67-6
241,996 241,GCxGC,1.9176967592592593E-2,3.1474299999999902,85,BPI(206.109102Â±3ppm),6432,2.8658433114872901,C16H14,206.1096,Cc1ccc2ccc3ccc(C)cc3c2c1,2,"3,6-Dimethylphenanthrene",1576-67-6
243,1141 243,GCxGC,1.9015046296296297E-2,2.7017199999999901,49,BPI(206.109069Â±3ppm),47831,2.0032098725365901,C16H14,206.1096,Cc1ccc2ccc3ccc(C)cc3c2c1,2,"3,6-Dimethylphenanthrene",1576-67-6
224,11 224,GCxGC,3.5936342592592587E-3,1.6251500000000001,1462,BPI(73.064751Â±3ppm),1493786,4470.4055065090497,C10H22O,158.1671,CCC(C)(O)CCCC(C)C,2,"3,7-Dimethyl-3-octanol",78-69-3
225,6 225,GCxGC,3.5936342592592587E-3,1.6045700000000001,218,BPI(73.064834Â±3ppm),245371,1179.05889984743,C10H22O,158.1671,CCC(C)(O)CCCC(C)C,2,"3,7-Dimethyl-3-octanol",78-69-3
222,*2 222,GCxGC,3.5936342592592587E-3,1.61829,142,BPI(73.06425Â±0.00100),249460,1118.5799693204301,C10H22O,158.1671,CCC(C)(O)CCCC(C)C,2,"3,7-Dimethyl-3-octanol",78-69-3
238,1141 238,GCxGC,1.8165046296296297E-2,2.6636299999999902,91,BPI(212.065310Â±3ppm),75529,34.411047108358503,C14H12S,212.066,Cc1ccc2c(sc3cc(C)ccc23)c1,2,"3,7-Dimethyldibenzothiophene",1136-85-2
237,823 237,GCxGC,1.8165046296296297E-2,2.65829,49,BPI(212.065291Â±3ppm),27401,2.08654408576156,C14H12S,212.066,Cc1ccc2c(sc3cc(C)ccc23)c1,2,"3,7-Dimethyldibenzothiophene",1136-85-2
243,1045 243,GCxGC,1.8165046296296297E-2,2.66116999999999,41,BPI(212.065289Â±3ppm),22666,0.94927463299772996,C14H12S,212.066,Cc1ccc2c(sc3cc(C)ccc23)c1,2,"3,7-Dimethyldibenzothiophene",1136-85-2
224,70 224,GCxGC,4.9293981481481489E-3,2.1188600000000002,128,BPI(107.049186Â±3ppm),293551,878.50067335029098,C8H10O,122.0732,CCc1ccc(O)cc1,2,4-Ethylphenol,123-07-9
232,*10 232,GCxGC,4.9697916666666666E-3,2.0846399999999901,19,BPI(107.04865Â±0.00100),9135,7.9403721944072503,C8H10O,122.0732,CCc1ccc(O)cc1,2,4-Ethylphenol,123-07-9
238,321 238,GCxGC,9.3008101851851845E-3,2.7025000000000001,51,BPI(151.038934Â±3ppm),30792,8.9738431357531496,C8H8O3,152.04730000000001,COc1cc(C=O)ccc1O,2,4-Hydroxy-3-methoxybenzaldehyde,121-33-5
237,229 237,GCxGC,9.3008101851851845E-3,2.6895899999999902,97,BPI(151.039003Â±3ppm),88744,7.5286075677250404,C8H8O3,152.04730000000001,COc1cc(C=O)ccc1O,2,4-Hydroxy-3-methoxybenzaldehyde,121-33-5
234,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4-Hydroxybenzoic acid,99-96-7
224,271 224,GCxGC,1.0555555555555554E-2,3.0281600000000002,73,BPI(133.052410Â±3ppm),172696,356.46523609402402,C8H7NO,133.052799999999,Oc1cccc2[nH]ccc12,3,4-Hydroxyindole,2380-94-1
222,*33 222,GCxGC,1.0555555555555554E-2,3.0102899999999901,35,BPI(133.05185Â±0.00100),77193,187.424883637926,C8H7NO,133.052799999999,Oc1cccc2[nH]ccc12,3,4-Hydroxyindole,2380-94-1
240,*13 240,GCxGC,1.0555555555555554E-2,3.01715,17,BPI(133.05185Â±0.00100),32423,6.0891350359548699,C8H7NO,133.052799999999,Oc1cccc2[nH]ccc12,3,4-Hydroxyindole,2380-94-1
238,*43 238,GCxGC,1.0515046296296298E-2,3.05829,178,BPI(133.05185Â±0.00100),710858,2.86,C8H7NO,133.052799999999,Oc1cccc2[nH]ccc12,3,4-Hydroxyindole,2380-94-1
224,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4-Hydroxyphenylacetate,3233-32-7
221,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4-Methyl-1H-benzotriazole,29878-31-7
238,1057 238,GCxGC,1.7274652777777778E-2,2.7244100000000002,124,BPI(192.093457Â±3ppm),70560,24.404904763283302,C15H12,192.093899999999,Cc1cccc2ccc3ccccc3c12,2,4-Methylphenanthrene,832-64-4
241,846 241,GCxGC,1.7396064814814816E-2,3.18858,64,BPI(192.093445Â±3ppm),8962,4.5005898298671996,C15H12,192.093899999999,Cc1cccc2ccc3ccccc3c12,2,4-Methylphenanthrene,832-64-4
237,758 237,GCxGC,1.7274652777777778E-2,2.72376,47,BPI(192.093277Â±3ppm),26261,2.4621225749549298,C15H12,192.093899999999,Cc1cccc2ccc3ccccc3c12,2,4-Methylphenanthrene,832-64-4
243,962 243,GCxGC,1.7274652777777778E-2,2.7225700000000002,41,BPI(192.093264Â±3ppm),22912,1.15028649147212,C15H12,192.093899999999,Cc1cccc2ccc3ccccc3c12,2,4-Methylphenanthrene,832-64-4
225,NA,LC,6.91,NA,NA,217.0044,NA,NA,C7H7NO5S,NA,Cc1ccc(cc1S(O)(=O)=O)[N+]([O-])=O,2,4-nitrotoluene-2-sulphonic acid,121-03-9
224,NA,LC,6.94,NA,NA,217.0043,NA,NA,C7H7NO5S,NA,Cc1ccc(cc1S(O)(=O)=O)[N+]([O-])=O,2,4-nitrotoluene-2-sulphonic acid,121-03-9
238,2227 238,GCxGC,2.6705555555555555E-2,3.0848900000000001,59,BPI(256.124360Â±3ppm),220396,100.412518880083,C20H16,256.12520000000001,Cc1cccc2c1ccc3cc4ccccc4c(C)c23,3,"4,12-Dimethyltetraphene",35187-19-0
243,2014 243,GCxGC,2.6705555555555555E-2,3.07742,47,BPI(256.124392Â±3ppm),200598,8.4012438379104708,C20H16,256.12520000000001,Cc1cccc2c1ccc3cc4ccccc4c(C)c23,3,"4,12-Dimethyltetraphene",35187-19-0
237,1508 237,GCxGC,2.6705555555555555E-2,3.0747100000000001,35,BPI(256.124092Â±3ppm),36829,2.8044718125073098,C20H16,256.12520000000001,Cc1cccc2c1ccc3cc4ccccc4c(C)c23,3,"4,12-Dimethyltetraphene",35187-19-0
232,2.33,LC,NA,NA,NA,NA,NA,NA,NA,mz 349.12276,Oc1ccc(cc1)C1(c2ccccc2-c2ccccc12)c1ccc(O)cc1,3,"4,4'-(9H-Fluorene-9,9-diyl)diphenol",26088-14-2
229,729 229,GCxGC,1.249837962962963E-2,2.26284999999999,74,BPI(182.109005Â±3ppm),40979,11.6616257172498,C14H14,182.1096,Cc1ccc(cc1)c2ccc(C)cc2,2,"4,4'-Dimethylbiphenyl",613-33-2
230,935 230,GCxGC,1.249837962962963E-2,2.2591299999999901,101,BPI(182.109046Â±3ppm),56489,10.5278240087912,C14H14,182.1096,Cc1ccc(cc1)c2ccc(C)cc2,2,"4,4'-Dimethylbiphenyl",613-33-2
228,*27 228,GCxGC,1.249837962962963E-2,2.2628599999999901,30,BPI(182.10846Â±0.00100),29590,8.65180202869991,C14H14,182.1096,Cc1ccc(cc1)c2ccc(C)cc2,2,"4,4'-Dimethylbiphenyl",613-33-2
238,*53 238,GCxGC,1.249837962962963E-2,2.26972,23,BPI(182.10846Â±0.00100),35821,4.76,C14H14,182.1096,Cc1ccc(cc1)c2ccc(C)cc2,2,"4,4'-Dimethylbiphenyl",613-33-2
237,*40 237,GCxGC,1.249837962962963E-2,2.25599999999999,17,BPI(182.10846Â±0.00100),18229,1.7213366940050301,C14H14,182.1096,Cc1ccc(cc1)c2ccc(C)cc2,2,"4,4'-Dimethylbiphenyl",613-33-2
243,*41 243,GCxGC,1.249837962962963E-2,2.26972,16,BPI(182.10846Â±0.00100),22453,1.1180846980555501,C14H14,182.1096,Cc1ccc(cc1)c2ccc(C)cc2,2,"4,4'-Dimethylbiphenyl",613-33-2
234,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"4,4'-Sulfonyldiphenol",80-09-1
233,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"4,4'-Sulfonyldiphenol",80-09-1
240,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"4,4'-Sulfonyldiphenol",80-09-1
225,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"4,4'-Sulfonyldiphenol",80-09-1
222,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"4,4'-Sulfonyldiphenol",80-09-1
223,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"4,4'-Sulfonyldiphenol",80-09-1
228,not applicable,LC,2.42,LC,Qualitative,115.0635,NA,Qualitative,C5H9NO2,not applicable,CC1(C)CONC1=O,3,"4,4-dimethyl-1,2-oxazolidin-3-one",81778-07-6
237,1997 237,GCxGC,3.2412731481481487E-2,0.62400100000000003,115,BPI(203.179267Â±3ppm),765676,58.305051983853602,C30H48O,424.37049999999903,CC1(C)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(=O)C(C)(C)C5CCC34C)C2C1,3,"4,4,6a,6b,8a,11,11,14b-Octamethyl-1,4,4a,5,6,6a,6b,7,8,8a,9,10,11,12,12a,14,14a,14b-octadecahydro-2H-picen-3-one",NA
238,*152 238,GCxGC,3.2412731481481487E-2,0.64457200000000003,169,BPI(203.17875Â±0.00100),769909,2.69,C30H48O,424.37049999999903,CC1(C)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(=O)C(C)(C)C5CCC34C)C2C1,3,"4,4,6a,6b,8a,11,11,14b-Octamethyl-1,4,4a,5,6,6a,6b,7,8,8a,9,10,11,12,12a,14,14a,14b-octadecahydro-2H-picen-3-one",NA
241,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4:2 Fluorotelomer aldehyde,135984-67-7
219,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4:2 FTOH,2043-47-2
238,1235 238,GCxGC,1.9096064814814816E-2,3.1226799999999901,69,BPI(204.056877Â±3ppm),39960,18.205794363092402,C15H8O,204.0575,O=C1C=CC2=Cc3cccc4ccc1c2c34,2,4H-Cyclopenta(def)phenanthren-4-one,5737-13-3
237,888 237,GCxGC,1.9096064814814816E-2,3.11764999999999,115,BPI(204.056987Â±3ppm),64901,4.9421115181931796,C15H8O,204.0575,O=C1C=CC2=Cc3cccc4ccc1c2c34,2,4H-Cyclopenta(def)phenanthren-4-one,5737-13-3
241,1003 241,GCxGC,1.9298379629629627E-2,0.18660399999999899,112,BPI(204.057035Â±3ppm),8537,3.8037475668792,C15H8O,204.0575,O=C1C=CC2=Cc3cccc4ccc1c2c34,2,4H-Cyclopenta(def)phenanthren-4-one,5737-13-3
243,*76 243,GCxGC,1.9096064814814816E-2,3.1268600000000002,11,BPI(204.05645Â±0.00100),15123,0.63336628760366498,C15H8O,204.0575,O=C1C=CC2=Cc3cccc4ccc1c2c34,2,4H-Cyclopenta(def)phenanthren-4-one,5737-13-3
231,6.99,LC,na,lc,NA,NA,NA,NA,C15H12N2O3,mz 267.07713,Oc1ccc(cc1)C1(NC(=O)NC1=O)c1ccccc1,NA,5-(4-hydroxyphenyl)-5-phenylhydantoin,2784-27-2
229,60 229,GCxGC,4.4031249999999999E-3,2.86628999999999,72,BPI(85.028347Â±3ppm),209179,55.447068313033803,C6H8O3,128.04730000000001,CC(=O)C1CCC(=O)O1,2,5-acetyldihydrofuran-2(3H)-one,29393-32-6
228,*4 228,GCxGC,4.4031249999999999E-3,2.8525800000000001,46,BPI(85.02780Â±0.00100),66947,16.878993497955602,C6H8O3,128.04730000000001,CC(=O)C1CCC(=O)O1,2,5-acetyldihydrofuran-2(3H)-one,29393-32-6
230,*4 230,GCxGC,4.3222222222222221E-3,2.88,51,BPI(85.02780Â±0.00100),72173,10.1158884041451,C6H8O3,128.04730000000001,CC(=O)C1CCC(=O)O1,2,5-acetyldihydrofuran-2(3H)-one,29393-32-6
224,352 224,GCxGC,1.2174652777777779E-2,2.2217199999999901,1388,BPI(85.028423Â±3ppm),1004753,2073.9305795222699,C11H20O2,184.1463,CCCCCCCC1CCC(=O)O1,2,5-Heptyldihydro-2(3H)-furanone,104-67-6
