Name_original,Name,CAS,Norman_SusDat_ID,Norman_matched,Norman_matched_Synonym_Reliability,CAS_RN,DTXSID,Molecular_Formula
"1,3-Dichloro-2,2-bis(4-methoxy-3-methylphenyl)propane","1,1'-(1,3-Dichloropropane-2,2-diyl)bis(4-methoxy-3-methylbenzene)",30668-06-5,NS00006354,Synonyms_ChemSpider,0,CAS_RN: 30668-06-5,DTXSID00329102,C19H22Cl2O2
"1,1'-(1,3-dioxolane-2,2-diyldimethanediyl)bis(1H-1,2,4-triazole)","1,1'-(1,3-dioxolane-2,2-diyldimethanediyl)bis(1H-1,2,4-triazole)",144333-84-6,NS00004692,Name,NA,CAS_RN: 144333-84-6,NA,C9H12N6O2
"1,1'-(1,3-Phenylenedicarbonyl)bis[2-methylaziridine]","1,1'-(1,3-Phenylenedicarbonyl)bis[2-methylaziridine]",7652-64-4,NS00037805,Name,NA,CAS_RN: 7652-64-4,DTXSID4052508,C14H16N2O2
"1,1'-(1,3-phenylenedioxy)bis(3-(2-(prop-2-enyl)phenoxy)propan-2-ol)","1,1'-(1,3-phenylenedioxy)bis(3-(2-(prop-2-enyl)phenoxy)propan-2-ol)",,NS00005307,Name,NA,CAS_RN: NA,NA,C30H34O6
"1,1'-(1,4-Cyclohexadiene-1,4-diyl)bisethan-1-one","1,1'-(1,4-Cyclohexadiene-1,4-diyl)bisethan-1-one",35768-36-6,NS00029913,Name,NA,CAS_RN: 35768-36-6,DTXSID40189303,C10H12O2
"1,1'-(1,4-Dihydro-2,4,6-trimethylpyridine-3,5-diyl)bisethan-1-one","1,1'-(1,4-Dihydro-2,4,6-trimethylpyridine-3,5-diyl)bisethan-1-one",1081-09-0,NS00023492,Name,NA,CAS_RN: 1081-09-0,DTXSID30148404,C12H17N1O2
DPT,"1,1'-(2,2,2-Trichloroethylidene)dibenzene",2971-22-4,NS00007585,Synonyms_ChemSpider,0,CAS_RN: 2971-22-4,DTXSID7051973,C14H11Cl3
"1,1'-(2,6-Dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-diyl)diethanone","1,1'-(2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-diyl)diethanone",34551-62-7,NS00018713,Name,NA,CAS_RN: 34551-62-7,DTXSID60188090,C17H18N2O4
"1,1'-(3-Bromopropylidene)bisbenzene","1,1'-(3-Bromopropylidene)bisbenzene",20017-68-9,NS00026497,Name,NA,CAS_RN: 20017-68-9,DTXSID30173832,C15H15Br1
"1,1'-(4-Chloro-1-butenylidene)bisbenzene","1,1'-(4-Chloro-1-butenylidene)bisbenzene",5746-95-2,NS00033727,Name,NA,CAS_RN: 5746-95-2,DTXSID10206071,C16H15Cl1
"1,1'-(4,6-Dihydroxy-1,3-phenylene)bisethan-1-one","1,1'-(4,6-Dihydroxy-1,3-phenylene)bisethan-1-one",2161-85-5,NS00026921,Name,NA,CAS_RN: 2161-85-5,DTXSID50175994,C10H10O4
"1,1'-(Butane-1,4-diyl)bis(2-amino-1,5-dihydro-4H-imidazol-4-one)","1,1'-(Butane-1,4-diyl)bis(2-amino-1,5-dihydro-4H-imidazol-4-one)",94109-93-0,NS00040078,Name,NA,CAS_RN: 94109-93-0,DTXSID10240632,C10H16N6O2
"1,1'-(Butane-1,4-diyl)bisimidazolidine-2,4-dione","1,1'-(Butane-1,4-diyl)bisimidazolidine-2,4-dione",94134-14-2,NS00040112,Name,NA,CAS_RN: 94134-14-2,DTXSID00240702,C10H14N4O4
"1,1'-(Chlorophenylmethylene)bis(4-methoxybenzene)","1,1'-(Chlorophenylmethylene)bis(4-methoxybenzene)",40615-36-9,NS00030820,Name,NA,CAS_RN: 40615-36-9,DTXSID50193618,C21H19Cl1O2
"1,1'-(Decane-1,10-diyl)bis(2-amino-1,5-dihydro-4H-imidazol-4-one)","1,1'-(Decane-1,10-diyl)bis(2-amino-1,5-dihydro-4H-imidazol-4-one)",85508-21-0,NS00038964,Name,NA,CAS_RN: 85508-21-0,DTXSID70234714,C16H28N6O2
"1,1'-(Decane-1,10-diyl)bis(imidazoline-2,4-dione)","1,1'-(Decane-1,10-diyl)bis(imidazoline-2,4-dione)",94134-10-8,NS00040108,Name,NA,CAS_RN: 94134-10-8,DTXSID70240698,C16H26N4O4
"1,1'-(Dimethoxymethylene)bisbenzene","1,1'-(Dimethoxymethylene)bisbenzene",2235-01-0,NS00027142,Name,NA,CAS_RN: 2235-01-0,DTXSID90176884,C15H16O2
"1,1'-(Dodecane-1,12-diyl)bis-1H-pyrrole-2,5-dione","1,1'-(Dodecane-1,12-diyl)bis-1H-pyrrole-2,5-dione",27574-80-7,NS00028326,Name,NA,CAS_RN: 27574-80-7,DTXSID10181975,C20H28N2O4
"1,1'-(Dodecane-1,12-diyl)bis(2-amino-1,5-dihydro-4H-imidazol-4-one)","1,1'-(Dodecane-1,12-diyl)bis(2-amino-1,5-dihydro-4H-imidazol-4-one)",94109-90-7,NS00040075,Name,NA,CAS_RN: 94109-90-7,DTXSID80240629,C18H32N6O2
"1,1'-(Dodecane-1,12-diyl)bisimidazolidine-2,4-dione","1,1'-(Dodecane-1,12-diyl)bisimidazolidine-2,4-dione",94134-11-9,NS00040109,Name,NA,CAS_RN: 94134-11-9,DTXSID30240699,C18H30N4O4
"1,1'-(Ethane-1,2-diyl)bis(2-amino-1,5-dihydro-4H-imidazol-4-one)","1,1'-(Ethane-1,2-diyl)bis(2-amino-1,5-dihydro-4H-imidazol-4-one)",94109-94-1,NS00040079,Name,NA,CAS_RN: 94109-94-1,DTXSID70240633,C8H12N6O2
"1,1'-(Ethane-1,2-diyl)bisimidazolidine-2,4-dione","1,1'-(Ethane-1,2-diyl)bisimidazolidine-2,4-dione",32705-90-1,NS00029319,Name,NA,CAS_RN: 32705-90-1,DTXSID10186384,C8H10N4O4
"1,1'-(Hexane-1,6-diyl)bis(2-amino-1,5-dihydro-4H-imidazol-4-one)","1,1'-(Hexane-1,6-diyl)bis(2-amino-1,5-dihydro-4H-imidazol-4-one)",94109-92-9,NS00040077,Name,NA,CAS_RN: 94109-92-9,DTXSID50240631,C12H20N6O2
"1,1'-(Hexane-1,6-diyl)bisimidazolidine-2,4-dione","1,1'-(Hexane-1,6-diyl)bisimidazolidine-2,4-dione",94134-12-0,NS00040110,Name,NA,CAS_RN: 94134-12-0,DTXSID80240700,C12H18N4O4
"1,1'-(Iminodiethane-2,1-diyl)bis(2-amino-1,5-dihydro-4H-imidazol-4-one)","1,1'-(Iminodiethane-2,1-diyl)bis(2-amino-1,5-dihydro-4H-imidazol-4-one)",94158-01-7,NS00040172,Name,NA,CAS_RN: 94158-01-7,DTXSID10240819,C10H17N7O2
"1,1'-(Iminodiethane-2,1-diyl)bisimidazolidine-2,4-dione","1,1'-(Iminodiethane-2,1-diyl)bisimidazolidine-2,4-dione",94136-06-8,NS00040151,Name,NA,CAS_RN: 94136-06-8,DTXSID80240780,C10H15N5O4
"1,1'-(Iminodiethylene)dipyrrolidin-2-one","1,1'-(Iminodiethylene)dipyrrolidin-2-one",85204-23-5,NS00038844,Name,NA,CAS_RN: 85204-23-5,DTXSID60234400,C12H21N3O2
"1,1'-(Methylenebis(2-ethyl-4,1-phenylene))bis-1H-pyrrole-2,5-dione","1,1'-(Methylenebis(2-ethyl-4,1-phenylene))bis-1H-pyrrole-2,5-dione",58978-10-2,NS00034053,Name,NA,CAS_RN: 58978-10-2,DTXSID80207717,C25H22N2O4
"1,1'-(Methylenebis(oxy))bis(2,4,6-tribromobenzene)","1,1'-(Methylenebis(oxy))bis(2,4,6-tribromobenzene)",52176-20-2,NS00032440,Name,NA,CAS_RN: 52176-20-2,DTXSID20200207,C13H6Br6O2
"1,1'-(Methylenebis(oxy))bisbenzene","1,1'-(Methylenebis(oxy))bisbenzene",4442-41-5,NS00031429,Name,NA,CAS_RN: 4442-41-5,DTXSID30196167,C13H12O2
"1,1'-(methylenedi-p-phenylene)bismaleimide","1,1'-(methylenedi-p-phenylene)bismaleimide",13676-54-5,NS00106517,Name,NA,CAS_RN: 13676-54-5,NA,C21H14N2O4
"1,1'-(Octane-1,8-diyl)bis(2-amino-1,5-dihydro-4H-imidazol-4-one)","1,1'-(Octane-1,8-diyl)bis(2-amino-1,5-dihydro-4H-imidazol-4-one)",94109-91-8,NS00040076,Name,NA,CAS_RN: 94109-91-8,DTXSID90240630,C14H24N6O2
"1,1'-(Octane-1,8-diyl)bisimidazolidine-2,4-dione","1,1'-(Octane-1,8-diyl)bisimidazolidine-2,4-dione",94134-13-1,NS00040111,Name,NA,CAS_RN: 94134-13-1,DTXSID40240701,C14H22N4O4
"1,1'-(Oxybis(ethylenesulphonyl))diethylene","1,1'-(Oxybis(ethylenesulphonyl))diethylene",3088-18-4,NS00028986,Name,NA,CAS_RN: 3088-18-4,DTXSID90184883,C8H14O5S2
"1,1'-(p-tolylimino)dipropan-2-ol","1,1'-(p-tolylimino)dipropan-2-ol",38668-48-3,NS00007304,Name,NA,CAS_RN: 38668-48-3,NA,C13H21N1O2
"1,1'-[(1E,3E,5E)-Hexa-1,3,5-triene-1,6-diyl]dibenzene","1,1'-[(1E,3E,5E)-Hexa-1,3,5-triene-1,6-diyl]dibenzene",NA,NA,NA,NA,NA,NA,NA
"1,1'-[(2-hydroxypropane-1,3-diyl)bis[oxy(6-hydroxy-2,1-phenylene)]]bisethan-1-one","1,1'-[(2-hydroxypropane-1,3-diyl)bis[oxy(6-hydroxy-2,1-phenylene)]]bisethan-1-one",NA,NA,NA,NA,NA,NA,NA
"1,1'-[(6-phenyl-1,3,5-triazine-2,4-diyl)diimino]bisanthraquinone","1,1'-[(6-phenyl-1,3,5-triazine-2,4-diyl)diimino]bisanthraquinone",NA,NA,NA,NA,NA,NA,NA
"1,1'-[methylenebis(oxy)]dibutane","1,1'-[methylenebis(oxy)]dibutane",2568-90-3,NS00105059,Name,NA,CAS_RN: 2568-90-3,NA,C9H20O2
"1,1'-{1,4-Phenylenedi[(E)ethene-2,1-diyl]}bis(2-methylbenzene)","1,1'-{1,4-Phenylenedi[(E)ethene-2,1-diyl]}bis(2-methylbenzene)",NA,NA,NA,NA,NA,NA,NA
2-Cyclohexylcyclohexanone.,"1,1'-Bi(cyclohexyl)-2-one",90-42-6,NS00012160,Synonyms_ChemSpider,0,CAS_RN:  90-42-6,DTXSID8047424,C12H20O1
"4-Methoxy-4'-pentyl-1,1'-bi(cyclohexane)","1,1'-Bicyclohexyl, 4-methoxy-4'-pentyl-",102714-95-4,NS00023172,Name,NA,CAS_RN: 102714-95-4,DTXSID20339541,C18H34O1
"1,1'-Binaphthyl-4,4'-ylenediamine","1,1'-Binaphthyl-4,4'-ylenediamine",481-91-4,NS00022218,Name,NA,CAS_RN: 481-91-4,DTXSID20197421,C20H16N2
"1,1'-binaphthyl-8,8'-dicarboxylic acid","1,1'-binaphthyl-8,8'-dicarboxylic acid",29878-91-9,NS00106937,Name,NA,CAS_RN: 29878-91-9,NA,C22H14O4
"3-(Propan-2-yl)-1,1'-biphenyl","1,1'-Biphenyl, 3-(1-methylethyl)-",20282-30-8,NS00026570,Name,NA,CAS_RN: 20282-30-8,DTXSID4074019,C15H16
"1,1'-Biphenyl, 3-nitro- (9CI)","1,1'-Biphenyl, 3-nitro- (9CI)",2113-58-8,NS00026793,Name,NA,CAS_RN: 2113-58-8,DTXSID00175363,C12H9N1O2
"4-(Chloromethyl)-1,1'-biphenyl","1,1'-Biphenyl, 4-(chloromethyl)-",1667-11-4,NS00025456,Name,NA,CAS_RN: 1667-11-4,DTXSID6075190,C13H11Cl1
"4-(Hexyloxy)-4'-pentyl-1,1'-biphenyl","1,1'-Biphenyl, 4-(hexyloxy)-4'-pentyl-",68400-50-0,NS00036583,Name,NA,CAS_RN: 68400-50-0,DTXSID9071505,C23H32O1
"4-Ethoxy-4'-pentyl-1,1'-biphenyl","1,1'-Biphenyl, 4-ethoxy-4'-pentyl-",68413-56-9,NS00036589,Name,NA,CAS_RN: 68413-56-9,DTXSID8071516,C19H24O1
"4-Methoxy-1,1'-biphenyl","1,1'-Biphenyl, 4-methoxy-",613-37-6,NS00034648,Name,NA,CAS_RN: 613-37-6,DTXSID2060620,C13H12O1
"4-Methyl-4'-pentyl-1,1'-biphenyl","1,1'-Biphenyl, 4-methyl-4'-pentyl-",64835-63-8,NS00035750,Name,NA,CAS_RN: 64835-63-8,DTXSID2070130,C18H22
"4-Pentyl-1,1'-biphenyl","1,1'-Biphenyl, 4-pentyl-",7116-96-3,NS00037161,Name,NA,CAS_RN: 7116-96-3,DTXSID3064566,C17H20
"4-Phenoxy-1,1'-biphenyl","1,1'-Biphenyl, 4-phenoxy-",3933-94-6,NS00030564,Name,NA,CAS_RN: 3933-94-6,DTXSID8073970,C18H14O1
"2-Ethyl-1,1'-biphenyl","1,1'-Biphenyl, ethyl-",40529-66-6,NS00030807,Synonyms_ChemSpider,4,CAS_RN: 40529-66-6,DTXSID0068234,C14H14
"1,1'-carbonylbis-1H-imidazole","1,1'-Carbonylbis(1H-imidazole)",530-62-1,NS00007612,Name,NA,CAS_RN: 530-62-1,DTXSID9038761,C7H6N4O1
"1,1'-Diazene-1,2-diyldicyclohexanecarbonitrile","1,1'-Diazene-1,2-diyldicyclohexanecarbonitrile",2094-98-6,NS00020489,Name,NA,CAS_RN: 2094-98-6,DTXSID9044613,C14H20N4
"1,1'-dithiobis[hexahydro-2H-azepin-2-one]","1,1'-dithiobis[hexahydro-2H-azepin-2-one]",23847-08-7,NS00106789,Name,NA,CAS_RN: 23847-08-7,NA,C12H20N2O2S2
"1,1'-Hexamethylenebis(pyrrolidin-2-one)","1,1'-Hexamethylenebis(pyrrolidin-2-one)",34751-43-4,NS00029725,Name,NA,CAS_RN: 34751-43-4,DTXSID90188306,C14H24N2O2
"1,1'-isopropylidenebis(p-phenyleneoxy)dipropan-2-ol","1,1'-isopropylidenebis(p-phenyleneoxy)dipropan-2-ol",116-37-0,NS00104519,Name,NA,CAS_RN: 116-37-0,NA,C21H28O4
"1,1'-Methylenebis(2,4,6-trimethylbenzene)","1,1'-Methylenebis(2,4,6-trimethylbenzene)",733-07-3,NS00037498,Name,NA,CAS_RN: 733-07-3,DTXSID90223529,C19H24
"1,1'-Methylenebis(4-methylpiperidine)","1,1'-Methylenebis(4-methylpiperidine)",63963-56-4,NS00035610,Name,NA,CAS_RN: 63963-56-4,DTXSID50213805,C13H26N2
"1,1'-methylenebis[4-fluorobenzene]","1,1'-methylenebis[4-fluorobenzene]",457-68-1,NS00105335,Name,NA,CAS_RN: 457-68-1,NA,C13H10F2
"1,1'-Oxybis(2,2-dimethoxy)ethane","1,1'-Oxybis(2,2-dimethoxy)ethane",78082-46-9,NS00037968,Name,NA,CAS_RN: 78082-46-9,DTXSID40228721,C8H18O5
"1,1'-Oxybis(3,4-xylyl)","1,1'-Oxybis(3,4-xylyl)",7717-73-9,NS00037884,Name,NA,CAS_RN: 7717-73-9,DTXSID80227930,C16H18O1
"4,4'-Dinitrodiphenyl ether","1,1'-Oxybis(4-nitrobenzene)",101-63-3,NS00001266,Synonyms_ChemSpider,0,CAS_RN: 101-63-3,DTXSID0026676,C12H8N2O5
"1,1'-Oxybis(tridecane)","1,1'-Oxybis(tridecane)",65193-89-7,NS00035832,Name,NA,CAS_RN: 65193-89-7,DTXSID90215500,C26H54O1
"1,1'-Oxydiundecane","1,1'-Oxydiundecane",43146-97-0,NS00031309,Name,NA,CAS_RN: 43146-97-0,DTXSID00195723,C22H46O1
"1,1'-Spirobi(indane-5,6-diol), 3,3,3',3'-tetramethyl-","1,1'-Spirobi[1H-indene]-5,5',6,6'-tetrol, 2,2',3,3'-tetrahydro-3,3,3',3'-tetramethyl-",122465-36-5,NS00009600,Name_ChemSpider,NA,CAS_RN: 122465-36-5,DTXSID5058806,C21H24O4
"1,1'-Sulphinylbisdodecane","1,1'-Sulphinylbisdodecane",2168-96-9,NS00026938,Name,NA,CAS_RN: 2168-96-9,DTXSID40176071,C24H50O1S1
"1,1'-Sulphinylbisheptane","1,1'-Sulphinylbisheptane",25355-20-8,NS00027871,Name,NA,CAS_RN: 25355-20-8,DTXSID30180001,C14H30O1S1
"1,1'-Sulphinylbisoctane","1,1'-Sulphinylbisoctane",1986-89-6,NS00026467,Name,NA,CAS_RN: 1986-89-6,DTXSID30173615,C16H34O1S1
"1,1'-Thiocarbonylbis(imidazole)","1,1'-Thiocarbonylbis(imidazole)",6160-65-2,NS00034743,Name,NA,CAS_RN: 6160-65-2,DTXSID70210614,C7H6N4S1
"1,1'(Dodecane-1,12-diyl)dibenzene","1,1'(Dodecane-1,12-diyl)dibenzene",5368-74-1,NS00032811,Name,NA,CAS_RN: 5368-74-1,DTXSID80201917,C24H34
"1,1',1''-(1-Cyclopropene-1,2,3-triyl)trisbenzene","1,1',1''-(1-Cyclopropene-1,2,3-triyl)trisbenzene",16510-49-9,NS00025404,Name,NA,CAS_RN: 16510-49-9,DTXSID60167845,C21H16
"1,1',1''-(1,3,5-Triazine-2,4,6-triyltriimino)trisanthraquinone","1,1',1''-(1,3,5-Triazine-2,4,6-triyltriimino)trisanthraquinone",4988-89-0,NS00031980,Name,NA,CAS_RN: 4988-89-0,DTXSID80198136,C45H24N6O6
"1,1',1''-[methylidynetris(oxy)]trispropane","1,1',1''-[methylidynetris(oxy)]trispropane",621-76-1,NS00107408,Name,NA,CAS_RN: 621-76-1,NA,C10H22O3
"1,1',1''-nitrilotripropan-2-ol","1,1',1''-nitrilotripropan-2-ol",122-20-3,NS00104576,Name,NA,CAS_RN: 122-20-3,NA,C9H21NO3
"1,1',1'',1'''-ethylenedinitrilotetrapropan-2-ol","1,1',1'',1'''-ethylenedinitrilotetrapropan-2-ol",102-60-3,NS00104231,Name,NA,CAS_RN: 102-60-3,NA,C14H32N2O4
"1,3,5-Triphenylbenzene","1,1':3',1''-Terphenyl, 5'-phenyl-",612-71-5,NS00034627,Name_ChemSpider,NA,CAS_RN: 612-71-5,DTXSID9073917,C24H18
"1,1-((3,7-Dimethyl-6-octenylidene)bis( oxyethylene))bisbenzene.","1,1-((3,7-Dimethyl-6-octenylidene)bis( oxyethylene))bisbenzene",NA,NA,NA,NA,NA,NA,NA
"1,1-Bis(2-(carbamoylamino)ethyl)-3-octadecylurea","1,1-Bis(2-(carbamoylamino)ethyl)-3-octadecylurea",94134-81-3,NS00040128,Name,NA,CAS_RN: 94134-81-3,DTXSID30240730,C25H52N6O3
"1,1-Bis(3,4-dimethylphenyl)ethane","1,1-Bis(3,4-dimethylphenyl)ethane",1742-14-9,NS00005809,Name,NA,CAS_RN: 1742-14-9,DTXSID9029223,C18H22
"1,1-Bis(4-hydroxyphenyl)-1-(4-methoxyphenyl)ethane","1,1-Bis(4-hydroxyphenyl)-1-(4-methoxyphenyl)ethane",115489-12-8,NS00001543,Name,NA,CAS_RN: 115489-12-8,NA,C21H20O3
"1,1-Bis(4-hydroxyphenyl)-1-phenylethane","1,1-Bis(4-hydroxyphenyl)-1-phenylethane",NA,NA,NA,NA,NA,NA,NA
"1,1-Bis(4-hydroxyphenyl)-2-ethyl-n-butane","1,1-Bis(4-hydroxyphenyl)-2-ethyl-n-butane",NA,NA,NA,NA,NA,NA,NA
"1,1-Bis(4-hydroxyphenyl)-2-n-propylpentane","1,1-Bis(4-hydroxyphenyl)-2-n-propylpentane",,NS00004360,Name,NA,CAS_RN: NA,NA,C20H26O2
"1,1-Bis(4-hydroxyphenyl)-iso-butane","1,1-Bis(4-hydroxyphenyl)-iso-butane",NA,NA,NA,NA,NA,NA,NA
"1,1-Bis(4-hydroxyphenyl)-iso-pentane","1,1-Bis(4-hydroxyphenyl)-iso-pentane",NA,NA,NA,NA,NA,NA,NA
"1,1-Bis(4-hydroxyphenyl)-n-heptane","1,1-Bis(4-hydroxyphenyl)-n-heptane",,NS00006980,Name,NA,CAS_RN: NA,NA,C19H24O2
"1,1-Bis(4-hydroxyphenyl)-n-hexane","1,1-Bis(4-hydroxyphenyl)-n-hexane",24362-98-9,NS00006319,Name,NA,CAS_RN: 24362-98-9,NA,C18H22O2
"1,1-Bis(heptyloxy)nonane","1,1-Bis(heptyloxy)nonane",94023-66-2,NS00039923,Name,NA,CAS_RN: 94023-66-2,DTXSID40240322,C23H48O2
"1,1-Bis(phenethyloxy)ethane.","1,1-Bis(phenethyloxy)ethane",122-71-4,NS00011925,Name,NA,CAS_RN:  122-71-4,DTXSID8051625,C18H22O2
"1,1-Cyclobutanedicarboxylic acid, diethyl ester","1,1-Cyclobutanedicarboxylic acid, diethyl ester",3779-29-1,NS00030297,Name,NA,CAS_RN: 3779-29-1,DTXSID2063189,C10H16O4
"Cyclohexaneacetic acid, 1-(2-amino-2-oxoethyl)-","1,1-Cyclohexanediacetic acid monoamide",99189-60-3,NS00008637,Synonyms_ChemSpider,1,CAS_RN: 99189-60-3,DTXSID70349837,C10H17N1O3
"1,1-Dibutoxyacetone","1,1-Dibutoxyacetone",19255-82-4,NS00026281,Name,NA,CAS_RN: 19255-82-4,DTXSID10172848,C11H22O3
"1,1-Dibutoxyhexane","1,1-Dibutoxyhexane",93892-07-0,NS00039721,Name,NA,CAS_RN: 93892-07-0,DTXSID10239829,C14H30O2
"1,1-Diethoxy-2-hexyl-3-phenyl-2-propene","1,1-Diethoxy-2-hexyl-3-phenyl-2-propene",67845-59-4,NS00036224,Name,NA,CAS_RN: 67845-59-4,DTXSID6070693,C19H30O2
"1,1-Diethoxydecane","1,1-Diethoxydecane",34764-02-8,NS00022078,Name,NA,CAS_RN: 34764-02-8,DTXSID30188320,C14H30O2
"1,1-Diethoxydodecane","1,1-Diethoxydodecane",53405-98-4,NS00022317,Name,NA,CAS_RN: 53405-98-4,DTXSID00201570,C16H34O2
"1,1-Diethoxyhex-2-yne","1,1-Diethoxyhex-2-yne",18229-78-2,NS00025999,Name,NA,CAS_RN: 18229-78-2,DTXSID30171277,C10H18O2
"1,1-Diethoxyhex-3-yne","1,1-Diethoxyhex-3-yne",18229-85-1,NS00026000,Name,NA,CAS_RN: 18229-85-1,DTXSID90171278,C10H18O2
"1,1-Diethoxyhexane.","1,1-Diethoxyhexane",3658-93-3,NS00012562,Name,NA,CAS_RN:  3658-93-3,DTXSID0052045,C10H22O2
"1,1-Diethoxytridec-2-yne","1,1-Diethoxytridec-2-yne",94088-24-1,NS00040005,Name,NA,CAS_RN: 94088-24-1,DTXSID20240466,C17H32O2
"1,1-Diethoxyundec-2-yne","1,1-Diethoxyundec-2-yne",84681-84-5,NS00038600,Name,NA,CAS_RN: 84681-84-5,DTXSID30233662,C15H28O2
"1,1-Digeranyloxy-2-phenylethane.","1,1-Digeranyloxy-2-phenylethane",NA,NA,NA,NA,NA,NA,NA
"1,1-Dimethoxy-2-(2-methoxyethoxy)ethane","1,1-Dimethoxy-2-(2-methoxyethoxy)ethane",94158-44-8,NS00040174,Name,NA,CAS_RN: 94158-44-8,DTXSID3057856,C7H16O4
"1,1-Dimethoxy-2-methylundecane.","1,1-Dimethoxy-2-methylundecane",68141-17-3,NS00013006,Name,NA,CAS_RN:  68141-17-3,DTXSID9052395,C14H30O2
"1,1-Dimethoxy-3-(methylthio)propane","1,1-Dimethoxy-3-(methylthio)propane",13214-29-4,NS00024191,Name,NA,CAS_RN: 13214-29-4,DTXSID60157367,C6H14O2S1
"1,1-Dimethoxy-3-phenylpropane","1,1-Dimethoxy-3-phenylpropane",30076-98-3,NS00028837,Name,NA,CAS_RN: 30076-98-3,DTXSID00184157,C11H16O2
"1,1-Dimethoxycyclododecane.","1,1-Dimethoxycyclododecane",950-33-4,NS00012150,Name,NA,CAS_RN:  950-33-4,DTXSID4052639,C14H28O2
"1,1-Dimethoxy-2-nonyne;","1,1-Dimethoxynon-2-yne",13257-44-8,NS00013047,Name_ChemSpider,NA,CAS_RN:  13257-44-8,DTXSID3051670,C11H20O2
"1,1-Dimethoxyoctane.","1,1-Dimethoxyoctane",10022-28-3,NS00013083,Name,NA,CAS_RN:  10022-28-3,DTXSID1047520,C10H22O2
"1,1-Dimethyl-2-oxopropyl N-(3,4-dimethoxyphenethyl)carbamate","1,1-Dimethyl-2-oxopropyl N-(3,4-dimethoxyphenethyl)carbamate",NA,NS00016107,Name,NA,NA,NA,C16H23N1O5
"1,1-Dimethyl-2-phenethylacetate","1,1-Dimethyl-2-phenethylacetate",151-05-3,NS00108539,Name,NA,CAS_RN: 151-05-3,NA,C12H16O2
"1,1-Dimethyl-2-phenylethyl 2-Methylpropanoate.","1,1-Dimethyl-2-phenylethyl 2-Methylpropanoate",NA,NA,NA,NA,NA,NA,NA
"1,1-Dimethyl-2-phenylethyl 3-methyl-2-butenoate","1,1-Dimethyl-2-phenylethyl 3-methyl-2-butenoate",94201-15-7,NS00040242,Name,NA,CAS_RN: 94201-15-7,DTXSID30241000,C15H20O2
"1,1-Dimethyl-3-[3-(trifluoromethyl)phenyl]thiourea","1,1-Dimethyl-3-[3-(trifluoromethyl)phenyl]thiourea",NA,NS00017512,Name,NA,NA,NA,C10H11F3N2S1
"1,1-Dimethyl-3-oxobutyl methacrylate","1,1-Dimethyl-3-oxobutyl methacrylate",93940-09-1,NS00039770,Name,NA,CAS_RN: 93940-09-1,DTXSID50239904,C10H16O3
"1,1-Dimethyl-3-phenylpropyl Acetate.","1,1-Dimethyl-3-phenylpropyl acetate",103-07-1,NS00012328,Name,NA,CAS_RN:  103-07-1,DTXSID6051518,C13H18O2
"1,1-Dimethylethyl (((2,4,6-trimethylphenyl)sulphonyl)oxy)carbamate","1,1-Dimethylethyl (((2,4,6-trimethylphenyl)sulphonyl)oxy)carbamate",36016-39-4,NS00029967,Name,NA,CAS_RN: 36016-39-4,DTXSID20189588,C14H21N1O5S1
"1,1-Dimethylethyl benzoate","1,1-Dimethylethyl benzoate",774-65-2,NS00037922,Name,NA,CAS_RN: 774-65-2,DTXSID50228111,C11H14O2
"1,1-Dimethylethyl dichloroacetate","1,1-Dimethylethyl dichloroacetate",49653-47-6,NS00031928,Name,NA,CAS_RN: 49653-47-6,DTXSID90197953,C6H10Cl2O2
"1,1-dimethylheptanethiol","1,1-dimethylheptanethiol",25360-10-5,NS00004641,Name,NA,CAS_RN: 25360-10-5,NA,C9H20S1
"1,1-Dimethylindan-4-ol","1,1-Dimethylindan-4-ol",91969-55-0,NS00039418,Name,NA,CAS_RN: 91969-55-0,DTXSID20238803,C11H14O1
"1,1-dimethylpropyl 3,5,5-trimethylperoxyhexanoate","1,1-dimethylpropyl 3,5,5-trimethylperoxyhexanoate",68860-54-8,NS00011512,Name,NA,CAS_RN: 68860-54-8,NA,C14H28O3
"1,1-Dimethylpropyl phenoxyperoxyacetate","1,1-Dimethylpropyl phenoxyperoxyacetate",94089-14-2,NS00040027,Name,NA,CAS_RN: 94089-14-2,DTXSID00240500,C13H18O3
"1,1-Dimethylurea","1,1-Dimethylurea",598-94-7,NS00021239,Name,NA,CAS_RN: 598-94-7,DTXSID0060515,C3H8N2O1
"1,1-diphenyl-1-methoxy-3-benzylaminopropane","1,1-diphenyl-1-methoxy-3-benzylaminopropane",14089-87-3,NS00008642,Name,NA,CAS_RN: 14089-87-3,NA,C23H25N1O1
"1,1-Diphenylbutane-1,4-diol","1,1-Diphenylbutane-1,4-diol",1023-94-5,NS00023140,Name,NA,CAS_RN: 1023-94-5,DTXSID70144884,C16H18O2
"1,1-diphenylethylene","1,1-diphenylethylene",530-48-3,NS00107242,Name,NA,CAS_RN: 530-48-3,NA,C14H12
"1,1-Diphenylhydrazine","1,1-Diphenylhydrazine",530-50-7,NS00032639,Name,NA,CAS_RN: 530-50-7,DTXSID3043869,C12H12N2
